TITLE,NAME,MBTI,QUOTE
DEVILSADVOCATE,JOHNMILTON,ENTJ,Each other. Themselves.   Why? What scares you? 
DEVILSADVOCATE,JOHNMILTON,ENTJ,"You'll figure that out. There's only one thing worth being frightened of anyway, and that's being alone. Truly and finally alone. "
DEVILSADVOCATE,JOHNMILTON,ENTJ,You know what terrifies me? Responsibility. 
DEVILSADVOCATE,JOHNMILTON,ENTJ,"For what. For you. Let's be honest, I've changed your life. Changed it forever. There's been a seismic shift in your existence and I'm responsible. And you've never even met me. We're talking for the very first time. How insane is that? "
DEVILSADVOCATE,JOHNMILTON,ENTJ,Kevin. Please. I'm not worried about Kevin. He buys a few new suits. Learns a few new tricks. He's there. I don't worry about Kevin. What about you? 
DEVILSADVOCATE,JOHNMILTON,ENTJ,You must have family. 
DEVILSADVOCATE,JOHNMILTON,ENTJ,"Whoaa... I gotta think about that. I had you down as daddy's little girl, you know? The princess. Sugar plum snapshots. Pastel bedspreads. Cinnamon cookies. "
DEVILSADVOCATE,JOHNMILTON,ENTJ,So you've got a lot at stake here. You've made a real commitment. 
DEVILSADVOCATE,JOHNMILTON,ENTJ,"It's not gonna be like Gainesville, but then you know that already. "
DEVILSADVOCATE,JOHNMILTON,ENTJ,"If it isn't, will you come to me? Let me help? I'd feel a lot less responsible. Will you do that for me? "
DEVILSADVOCATE,JOHNMILTON,ENTJ,"The worst vice is advice, right? But can I make a suggestion? It's about your hair, some people are sensitive, that's why I ask. "
DEVILSADVOCATE,JOHNMILTON,ENTJ,You have shoulders nobody can see. Pull it back. 
DEVILSADVOCATE,JOHNMILTON,ENTJ,"If I do it, everyone in this room that's pretending not to watch us will assume we're fucking or something. Pull back your hair. "
DEVILSADVOCATE,JOHNMILTON,ENTJ,"A woman's shoulders are the frontlines of her mystique. And her neck, if she's alive, has the very mystery of a border town. It's the no man's land in the battle between mind and body. "
DEVILSADVOCATE,JOHNMILTON,ENTJ,I see the future of this law firm. 
DEVILSADVOCATE,JOHNMILTON,ENTJ,"Look,   we gotta talk. You grab Heath   and Eddie Barzoon and get up to   my place right away. And let's   be quiet about it. "
DEVILSADVOCATE,JOHNMILTON,ENTJ,How many hours did we bill Alex Cullen last year? 
DEVILSADVOCATE,JOHNMILTON,ENTJ,"Alex Cullen has just been charged with murdering his ex- wife, her stepson, and a maid. "
DEVILSADVOCATE,JOHNMILTON,ENTJ,Just now. Tonight. I already sent Pam downtown to make bail arrangements. 
DEVILSADVOCATE,JOHNMILTON,ENTJ,No.    I want Kevin on this case. 
DEVILSADVOCATE,JOHNMILTON,ENTJ,I've shaken hands with every marquee defense attorney in town. I take Kevin and I don't look back. 
DEVILSADVOCATE,JOHNMILTON,ENTJ,"I want you on board, Eddie. "
DEVILSADVOCATE,JOHNMILTON,ENTJ,We can get this case.   The man's our client. 
DEVILSADVOCATE,JOHNMILTON,ENTJ,We know him better than he knows himself. We have the inside track. We have the best damn trial lawyer in the city. It's ours to lose. 
DEVILSADVOCATE,JOHNMILTON,ENTJ,No.    That's up to Kevin. 
DEVILSADVOCATE,JOHNMILTON,ENTJ,That's Pam calling... 
DEVILSADVOCATE,JOHNMILTON,ENTJ,"Alex, you know how this town works. You've got enemies you never heard of. And now? Now you're down? I'd prepare for a class-A, New York pig-fuck. You're going to have to ask yourself who you really trust. Who do you trust, Alex? "
DEVILSADVOCATE,JOHNMILTON,ENTJ,"He's a winner, Alex. And they'll never see him coming. "
DEVILSADVOCATE,JOHNMILTON,ENTJ,The night is young. 
DEVILSADVOCATE,JOHNMILTON,ENTJ,Do it on the way. 
DEVILSADVOCATE,JOHNMILTON,ENTJ,"You write beautifully, Eddie. "
DEVILSADVOCATE,JOHNMILTON,ENTJ,Soon. 
DEVILSADVOCATE,JOHNMILTON,ENTJ,I don't micro-manage. You find the talent and then you delegate. Who knows what the hell Eddie's up to. He's got a lotta fingers in a lotta pies. 
DEVILSADVOCATE,JOHNMILTON,ENTJ,No.    I can hear you just fine. 
DEVILSADVOCATE,JOHNMILTON,ENTJ, I'm not going anywhere. 
DEVILSADVOCATE,JOHNMILTON,ENTJ," Maricela, the moment you left the apartment she was upstairs with Carlos. They're on the pipe right now, my friend. They're in the kitchen splitting a jumbo and then he's going to fuck her in the ass, right on your bed, and she's going to like it. "
DEVILSADVOCATE,JOHNMILTON,ENTJ, Do yourself a favor and put that knife where it belongs. 
DEVILSADVOCATE,JOHNMILTON,ENTJ,"I told him if he didn't leave us alone, you were going to kick all three of their asses. "
DEVILSADVOCATE,JOHNMILTON,ENTJ,You need a better lawyer. 
DEVILSADVOCATE,JOHNMILTON,ENTJ,Hang on a second... 
DEVILSADVOCATE,JOHNMILTON,ENTJ,I was just telling the Moyez story. 
DEVILSADVOCATE,JOHNMILTON,ENTJ,And is this your mother? 
DEVILSADVOCATE,JOHNMILTON,ENTJ,John Milton.    Nice to meet you. 
DEVILSADVOCATE,JOHNMILTON,ENTJ,Mary Ann... 
DEVILSADVOCATE,JOHNMILTON,ENTJ,You've very welcome. 
DEVILSADVOCATE,JOHNMILTON,ENTJ,"She can't believe you're his mother. You've done one helluva job bringing him up, Mrs. Lomax. I'm sure it wasn't easy. "
DEVILSADVOCATE,JOHNMILTON,ENTJ,"Kevin, hang on... "
DEVILSADVOCATE,JOHNMILTON,ENTJ, Why don't you come on up? 
DEVILSADVOCATE,JOHNMILTON,ENTJ,You sure? 
DEVILSADVOCATE,JOHNMILTON,ENTJ,I'm taking you off the case. 
DEVILSADVOCATE,JOHNMILTON,ENTJ,I want you to drop this case. 
DEVILSADVOCATE,JOHNMILTON,ENTJ,Do you love this woman? 
DEVILSADVOCATE,JOHNMILTON,ENTJ,"Kevin, she's sick. Everyone will understand. I'll understand. "
DEVILSADVOCATE,JOHNMILTON,ENTJ,We'll find someone new. You consult. You live to fight another day. 
DEVILSADVOCATE,JOHNMILTON,ENTJ,It's a disappointment. We all have them. Embrace it. Use it. You move on. 
DEVILSADVOCATE,JOHNMILTON,ENTJ,"What's to talk? It's your wife, man. And she's very sick.    And that's gotta come first. "
DEVILSADVOCATE,JOHNMILTON,ENTJ,I guess you have thought about it. I stand corrected. 
DEVILSADVOCATE,JOHNMILTON,ENTJ,Was he drunk? 
DEVILSADVOCATE,JOHNMILTON,ENTJ,Eddie's gotten himself into trouble again. And he wants me to save him. And I can't. 
DEVILSADVOCATE,JOHNMILTON,ENTJ,Do you have any experience with manic-depression? 
DEVILSADVOCATE,JOHNMILTON,ENTJ,You do now. 
DEVILSADVOCATE,JOHNMILTON,ENTJ,"Yes, it's me. "
DEVILSADVOCATE,JOHNMILTON,ENTJ,"I'll tell you, Kevin, because I know you're into theology. When you've seen -- when you've represented -- when you've dealt with as many people as I have over the years, finally you say to yourself, 'God must've been awfully bored.' "
DEVILSADVOCATE,JOHNMILTON,ENTJ,I want you to put Eddie aside. Let me worry about it. You gotta deal with Cullen now. Marshal your strength. Prioritize. Conserve your energy. 
DEVILSADVOCATE,JOHNMILTON,ENTJ,What choice do we have? 
DEVILSADVOCATE,JOHNMILTON,ENTJ,"Because she didn't answer you fast enough? Did she lie to you? No. She said nothing. The fact is, you'll never know. "
DEVILSADVOCATE,JOHNMILTON,ENTJ,You really believe that? 
DEVILSADVOCATE,JOHNMILTON,ENTJ,"Look, you gotta go with your gut. "
DEVILSADVOCATE,JOHNMILTON,ENTJ,"I'll back you either way. Hey, you think I haven't lost before? "
DEVILSADVOCATE,JOHNMILTON,ENTJ,... I don't make things happen. Doesn't work like that. Free will -- it's like butterfly wings -- one touch and it never gets off the ground. I only set the stage. You pull your own strings. 
DEVILSADVOCATE,JOHNMILTON,ENTJ,A gun?   In here? 
DEVILSADVOCATE,JOHNMILTON,ENTJ,"On a scale of one to ten, ten being the most depraved acts of sexual theater, one being an average Friday night run-through at the Lomax household, I'd say... "
DEVILSADVOCATE,JOHNMILTON,ENTJ,Whoa... Got me! Damn! 
DEVILSADVOCATE,JOHNMILTON,ENTJ,Never lost a case. Why? Why? Because you're so fucking good? Yes. But why? 
DEVILSADVOCATE,JOHNMILTON,ENTJ,"Well, I'm a little more than that. Awful hot in that courtroom, wasn't it? 'What's the game plan, Kevin?' "
DEVILSADVOCATE,JOHNMILTON,ENTJ,I have so many names. 
DEVILSADVOCATE,JOHNMILTON,ENTJ,Call me Dad. 
DEVILSADVOCATE,JOHNMILTON,ENTJ,"Come on. You're not listening. Blaming me for Mary Ann? I hope you're kidding. You could've saved her any time you liked. She only wanted love. But you knew it wouldn't really work out, didn't you? Mary Ann in New York? Face it, you started looking to better- deal her the minute you got here. "
DEVILSADVOCATE,JOHNMILTON,ENTJ,"Hey, it's not that you didn't care for her, it's just you were a little bit more involved with someone else. Yourself. "
DEVILSADVOCATE,JOHNMILTON,ENTJ,Bio-chemically no different than eating large quantities of chocolate. 
DEVILSADVOCATE,JOHNMILTON,ENTJ,"Who told you to pull out the stops for Mr. Gettys? And Moyez -- the direction you took -- Snake handlers, Popes and swamis all feeding at the same trough -- whose ideas were those? And then Cullen -- knowing he's guilty -- seeing those pictures -- putting that lying bitch on the stand... What did I say, Kevin? Maybe it was time to lose, right? You didn't think so. "
DEVILSADVOCATE,JOHNMILTON,ENTJ,Exactly! 
DEVILSADVOCATE,JOHNMILTON,ENTJ,What do I want? I want you to be yourself! 
DEVILSADVOCATE,JOHNMILTON,ENTJ,"I've had many children, Kevin. So many disappointments. Neurotic, indecisive wannabes. Over-eager, ham-handed butchers. Strung-out, priapic losers. And then there's you. Your mother, I'll tell you, she outstripped my wildest fantasy. That church she dragged you to? Every day? What training. What a challenge! It's awesome what you've done. How far you've come. Both of you... You and your sister. "
DEVILSADVOCATE,JOHNMILTON,ENTJ,Half-sister to be exact. 
DEVILSADVOCATE,JOHNMILTON,ENTJ,"What do you think, Kevin?    What a scene, huh? "
DEVILSADVOCATE,JOHNMILTON,ENTJ,Wait till you meet her mother. 
DEVILSADVOCATE,JOHNMILTON,ENTJ,"No. That's the other guy. I don't judge anybody. As far as I'm concerned, everyone's a winner. "
DEVILSADVOCATE,JOHNMILTON,ENTJ,"I'm here, on the ground, my nose in it since the whole damn thing began. Why? Because I worship man himself. And it's my time now. Our time. "
DEVILSADVOCATE,JOHNMILTON,ENTJ,Eddie was right. Your name is on the partnership charter. I want you to take over the firm. You and your sister. 
DEVILSADVOCATE,JOHNMILTON,ENTJ,No. (letting his hand brush her cheek) She's ovulating. Right now. 
DEVILSADVOCATE,JOHNMILTON,ENTJ,"Your vanity is justified, Kevin, you're the seed to a new future. Your son will sit at the head of all tables. You hold a special place in the history of all things. "
DEVILSADVOCATE,JOHNMILTON,ENTJ,I want a family. 
DEVILSADVOCATE,JOHNMILTON,ENTJ,Whatever... 
DEVILSADVOCATE,JOHNMILTON,ENTJ,Free will. It's a bitch. 
DEVILSADVOCATE,JOHNMILTON,ENTJ,Are we negotiating? 
DEVILSADVOCATE,JOHNMILTON,ENTJ,Yes! 
DEVILSADVOCATE,JOHNMILTON,ENTJ,Everything. Anything. All of it! 
DEVILSADVOCATE,JOHNMILTON,ENTJ,Don't be too hard on yourself. 
DEVILSADVOCATE,JOHNMILTON,ENTJ,"God, she's just fucking stunning, isn't she? "
DEVILSADVOCATE,JOHNMILTON,ENTJ,Like that's wrong. Like there's anything wrong with that. That there could be laws preventing something so natural. That's our ticket in. 
DEVILSADVOCATE,JOHNMILTON,ENTJ,"We're coming out, guns blazing. The two of you -- all of us -- acquittal after acquittal until the stench of it reaches so high into heaven it chokes the whole fucking lot of them! What we cannot legislate we will buy. What we cannot buy we will degrade. We will blow every fuse of enlightenment until it looks like a vandalized, neon sign! And while God is busy at his peephole -- as he deigns us with his disapproval -- as he lumbers around his empty kingdom like some overfed colonial governor -- as God sleeps late, we will win. We've got a winner here, kids! "
DEVILSADVOCATE,JOHNMILTON,ENTJ,Consider the source. 
DEVILSADVOCATE,JOHNMILTON,ENTJ,"She's right, my son. It's time to step up and take what's yours. "
DEVILSADVOCATE,JOHNMILTON,ENTJ,Nooooooo...! 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,"It was very bitter. She said she was glad I knew, that she hated all the sneaking around. She said she wanted a divorce in Reno. "
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,I told her I would not grant one. 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,If they say so. I really don't remember. I was upset. 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,She packed a bag and went to stay with Mr. Quentin. 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,"I went to a few bars first. Later, I decided to drive to Mr. Quentin's home and confront them. They weren't there...so I parked my car in the turnout...and waited. "
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,I'm not sure. I was confused. Drunk. I think mostly I wanted to scare them. 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,Yes. I did. 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,No. I was sobering up. I realized she wasn't worth it. I decided to let her have her quickie divorce. 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,"I did not. I got back in the car and drove home to sleep it off. Along the way, I stopped and threw my gun into the Royal River. I feel I've been very clear on this point. "
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ, Yes. It does. 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,Yes. It does. 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,Strike me as a fantastic coincidence. 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,It's the truth. 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ," Since I am innocent of this crime, sir, I find it decidedly inconvenient the gun was never found. "
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,Hadn't planned on it. 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,What was his name? 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,I was wondering if anyone knew his name. 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ, Hello. I'm Andy Dufresne. 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,How do you know that? 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,"I didn't, since you ask. "
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,What else have you heard? 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,What do you think? 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,I understand you're a man who knows how to get things. 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,I wonder if you could get me a rock-hammer? 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,You make your customers' motives a part of your business? 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,"Fair enough. A rock-hammer is about eight or nine inches long. Looks like a miniature pickaxe, with a small sharp pick on one end, and a blunt hammerhead on the other. It's for rocks. "
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,"Quartz, sure. And look. Mica. Shale. Silted granite. There's some graded limestone, from when they cut this place out of the hill. "
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,"I'm a rockhound. At least I was, in my old life. I'd like to be again, on a limited scale. "
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,I have no enemies here. 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,Tell me something. Would it help if I explained to them I'm not homosexual? 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,Thanks for the advice. 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,"If there's trouble, I doubt a rock- hammer will do me any good. "
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ, You'll know when you see the rock- hammer. 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,Seven dollars in any rock and gem shop. 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,Ten it is. 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,Oh? 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,"I understand. Thank you, Mr...? "
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,Red. I'm Andy. Pleasure doing business with you. 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,"You get this in your eyes, it blinds you. "
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,Mr. Hadley. Do you trust your wife? 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,"What I mean is, do you think she'd go behind your back? Try to hamstring you? "
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,"Because if you do trust her, there's no reason in the world you can't keep every cent of that money. "
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,"If you want to keep that money, all of it, just give it to your wife. See, the IRS allows you a one-time- only gift to your spouse. It's good up to sixty thousand dollars. "
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,Tax free. IRS can't touch one cent. 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,"It's perfectly legal. Go ask the IRS, they'll say the same thing. Actually, I feel silly telling you all this. I'm sure you would have investigated the matter yourself. "
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,"Of course not. But you will need somebody to set up the tax-free gift, and that'll cost you. A lawyer, for example... "
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,"...or come to think of it, I suppose I could set it up for you. That would save you some money. I'll write down the forms you need, you can pick them up, and I'll prepare them for your signature... nearly free of charge. "
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,I think a nan working outdoors feels more like a man if he can have a bottle of suds. That's only my opinion. 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,No thanks. I gave up drinking. 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,Chess. Now there's a game of kings. Civilized...strategic... 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,Maybe you'll let me teach you someday. I've been thinking of getting a board together. 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,"We might do business on a board. But the pieces, I'd like to carve those myself. One side done in quartz... the opposing side in limestone. "
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,Years I've got. What I don't have are the rocks. Pickings here in the exercise yard are pretty slim. 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ, Not yet. I suppose I should. 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,I suppose we are. 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,"I'm innocent, remember? Just like everybody else here. "
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,"What are you in for, Red? "
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,Innocent? 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,I know. I've seen it three times this month already. 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,Can we talk business? 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,Rita Hayworth. Can you get her? 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,Weeks? 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,I know. I've seen it three times this month already. 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,Can we talk business? 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,Rita Hayworth. Can you get her? 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,Weeks? 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,They'd never hear me over that. Let's get this over with. 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,Okay. 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,"Anything you put in my mouth, you're going to lose. "
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,Okay. But you should know that sudden serious brain injury causes the victim to bite down. Hard. 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,Good evening. 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,"Watch ye therefore, for ye know not when the master of the house cometh. "
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,"John. Chapter 8, verse 12. "
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,It's called a rock blanket. It's for shaping and polishing rocks. Little hobby of mine. 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,"It's very pretty, sir. "
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,"No, sir. Not especially. "
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,"Hey, Jake. Where's Brooks? "
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,I've been reassigned to you. 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,Brooks? How long have you been librarian? 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,"In all that time, have you ever had an assistant? "
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,So why now? Why me? 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,I see. Well. Why don't we have a seat and talk it over? 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,What did you have in mind? A weekly draw on your pay? 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,He was right. You don't want your money in a bank. 
SHAWSHANKREDEMPTION,ANDYDUFRESNE,INTJ,"What's that gonna earn you? Two and a half, three percent a year? We can do a lot better than that. "
